Peak Coordinates,Length,TSSGenomicPosition,NearestTSS,DistanceToTSS,Proximal/Distal,AveragePrenatal,AverageInfant,AverageOld,LogRatio,Ttest,Direction
chr8:65492062-65497388,5326,65492813,BHLHE22,0,Proximal,0.022956261,0.015863619,0.008671963,1.308522137,0.003155635,Down
chr8:6691572-6693604,2032,6693166,XKR5,0,Proximal,0.023048622,0.017280137,0.008222136,1.382781377,0.003460357,Down
chr8:70744248-70747799,3551,70747299,SLCO5A1,0,Proximal,0.04340043,0.033481594,0.017890452,1.232916434,0.001403643,Down
chr8:8558835-8560073,1238,8559665,CLDN23,0,Proximal,0.0139766,0.009126208,0.003832637,1.631827618,0.003289807,Down
chr8:91996858-91998283,1425,91997485,LOC100127983,0,Proximal,0.022792465,0.015430762,0.003031976,2.560945815,0.005044601,Down
chr8:95960459-95962829,2370,95961615,TP53INP1,0,Proximal,0.029882445,0.02083796,0.011728408,1.278734926,0.017939151,Down
chr9:100880698-100882150,1452,100881488,TRIM14,0,Proximal,0.0279733,0.023734518,0.012664644,1.084276115,0.006689724,Down
chr9:101705606-101707331,1725,101706137,COL15A1,0,Proximal,0.024743933,0.018898366,0.005760217,1.929090946,0.006764609,Down
chr9:101866265-101868707,2442,101867411,TGFBR1,0,Proximal,0.03872355,0.030826172,0.01822797,1.04678811,0.013349164,Down
chr9:103789451-103794510,5059,103791030,LPPR1,0,Proximal,0.050912264,0.042877459,0.02111412,1.231107556,0.001336547,Down
chr9:113799342-113801397,2055,113800365,LPAR1,0,Proximal,0.021342491,0.018135252,0.008331784,1.259565165,0.0131711,Down
chr9:133883945-133885280,1335,133884503,LAMC3,0,Proximal,0.015327092,0.019319152,0.006338322,1.153745633,0.018428595,Down
chr9:133971465-133972772,1307,133971862,AIF1L,0,Proximal,0.011643127,0.006680993,0.0023882,1.89976254,0.021025852,Down
chr9:136854709-136859273,4564,136857446,VAV2,0,Proximal,0.03942942,0.026795237,0.014301295,1.401751739,2.39E-06,Down
chr9:139964481-139965497,1016,139965028,C9orf140,0,Proximal,0.015378439,0.014398021,0.006207741,1.184178755,0.030391693,Down
chr9:140062894-140064521,1627,140064491,LRRC26,0,Proximal,0.015760521,0.011503447,0.005872804,1.286096248,0.024089129,Down
chr9:18473624-18475183,1559,18474103,ADAMTSL1,0,Proximal,0.010742298,0.005373952,0.002597881,1.706495516,0.032141782,Down
chr9:19126902-19128715,1813,19127573,PLIN2,0,Proximal,0.012940798,0.005933577,0.003407773,1.661191261,0.037724918,Down
chr9:503783-505834,2051,504702,KANK1,0,Proximal,0.018512569,0.017050849,0.007829793,1.143952184,0.000801334,Down
chr9:77501558-77503072,1514,77502263,TRPM6,0,Proximal,0.028805394,0.018489842,0.013135497,1.076250884,0.003707351,Down
chr9:78504573-78508615,4042,78505559,PCSK5,0,Proximal,0.04773102,0.039082457,0.02070002,1.167144028,0.000998005,Down
chr9:85677199-85678523,1324,85678043,RASEF,0,Proximal,0.011292812,0.008846615,0.00274637,1.714249829,1.36E-05,Down
chr9:86151231-86154350,3119,86153348,FRMD3,0,Proximal,0.052606297,0.037922125,0.023704233,1.117644229,5.95E-22,Down
chr9:91148713-91151445,2732,91150015,NXNL2,0,Proximal,0.015459634,0.010706588,0.005181759,1.412842888,0.002429929,Down
chr9:94710634-94712961,2327,94712444,ROR2,0,Proximal,0.010259939,0.007733911,0.004039431,1.159866243,0.017896505,Down
chr9:95709046-95711438,2392,95709600,FGD3,0,Proximal,0.030879651,0.020899676,0.006755252,2.039390299,0.001942156,Down
chrX:101770671-101772213,1542,101771699,TMSB15A,0,Proximal,0.013970869,0.008081015,0.003141728,1.853853366,0.015716147,Down
chrX:118891913-118893535,1622,118892575,ANKRD58,0,Proximal,0.010436033,0.006806333,0.003920135,1.216816693,0.031452091,Down
chrX:125686050-125687273,1223,125686842,DCAF12L1,0,Proximal,0.013724404,0.011282946,0.002036157,2.277890816,0.002210914,Down
chrX:128787628-128789403,1775,128788933,APLN,0,Proximal,0.014185917,0.01256329,0.006414917,1.034231531,0.000684127,Down
chrX:138284568-138287877,3309,138287185,FGF13,0,Proximal,0.027718136,0.024866694,0.008239542,1.636068957,1.15E-11,Down
chrX:14546855-14549468,2613,14547419,GLRA2,0,Proximal,0.011594782,0.009653609,0.005042943,1.059502876,0.032145959,Down
chrX:152907719-152909692,1973,152907896,DUSP9,0,Proximal,0.020968666,0.012673484,0.006506994,1.549140064,0.008316328,Down
chrX:153685886-153688801,2915,153686622,PLXNA3,0,Proximal,0.020399328,0.011215158,0.008538392,1.16574756,0.007764541,Down
chrX:2846058-2847807,1749,2847392,ARSD,0,Proximal,0.026769022,0.016644736,0.008246019,1.586572147,0.012633198,Down
chrX:30326343-30327884,1541,30327495,NR0B1,0,Proximal,0.012142979,0.010985224,0.00540622,1.036746976,0.002493473,Down
chrX:3262866-3265439,2573,3264684,MXRA5,0,Proximal,0.013169426,0.009139196,0.004087085,1.477870072,0.00014346,Down
chrX:3629078-3632179,3101,3631675,PRKX,0,Proximal,0.018954744,0.009341536,0.005645268,1.586332411,0.001732703,Down
chrX:49027883-49029328,1445,49028183,PLP2,0,Proximal,0.016350097,0.005972307,0.002284953,2.400999036,0.004268937,Down
chrX:50556207-50557888,1681,50557044,SHROOM4,0,Proximal,0.011947357,0.00788245,0.003307077,1.587876494,0.007828919,Down
chrX:73070165-73072800,2635,73072588,XIST,0,Proximal,0.014975753,0.006070896,0.004696806,1.487658694,0.000447994,Down
chrX:82762717-82764592,1875,82763268,POU3F4,0,Proximal,0.014878146,0.011083466,0.005818102,1.219600426,0.005361914,Down
chr10:73156691-73158115,1424,73156690,CDH23,1,Proximal,0.010507917,0.006640548,0.003173775,1.463202088,0.028894241,Down
chr17:37320806-37322397,1591,37322414,ARL5C,17,Proximal,0.01648938,0.011388823,0.006646976,1.193517902,0.008854298,Down
chr20:5295042-5298360,3318,5295015,PROKR2,27,Proximal,0.039232586,0.026921927,0.008036039,2.154601989,0.006665113,Down
chr16:68678205-68680625,2420,68678150,CDH3,55,Proximal,0.015873401,0.015071111,0.006858938,1.102344572,0.000217783,Down
chr15:65133012-65134024,1012,65134081,PLEKHO2,57,Proximal,0.029459915,0.018022959,0.004572922,2.450406109,0.005712389,Down
chr22:38476509-38479107,2598,38479170,SLC16A8,63,Proximal,0.023605646,0.019310032,0.007646518,1.508798202,1.48E-06,Down
chr19:15310233-15311715,1482,15311792,NOTCH3,77,Proximal,0.012202191,0.003664387,0.000776975,2.893281996,0.008450529,Down
chr1:29450513-29451755,1242,29450421,TMEM200B,92,Proximal,0.013057061,0.009699076,0.004999428,1.228398028,0.037789022,Down
chr13:53312751-53313842,1091,53313947,LECT1,105,Proximal,0.013873012,0.009028487,0.005528232,1.187932704,0.023299644,Down
chr1:43735809-43736975,1166,43735664,TMEM125,145,Proximal,0.011740984,0.010990559,0.004533593,1.203188243,8.59E-07,Down
chr2:220196133-220197734,1601,220197899,RESP18,165,Proximal,0.017377423,0.011257916,0.007588066,1.097529351,0.025745914,Down
chr16:1201988-1203036,1048,1203240,CACNA1H,204,Proximal,0.01734853,0.013019407,0.003476298,2.035286454,0.024710036,Down
chr9:100615762-100616942,1180,100615536,FOXE1,226,Proximal,0.011915768,0.010764199,0.00344373,1.539290201,0.023082203,Down
chr22:19508952-19512568,3616,19512860,CLDN5,292,Proximal,0.029395568,0.01155947,0.003081424,2.896716588,0.014069798,Down
chr12:6053926-6055071,1145,6055398,ANO2,327,Proximal,0.024470979,0.01606179,0.007445222,1.592647154,0.000700731,Down
chr7:25989975-25991596,1621,25989606,MIR148A,369,Proximal,0.025641324,0.022283289,0.005443043,2.047851678,0.003386942,Down
chr19:55864604-55865780,1176,55866182,COX6B2,402,Proximal,0.010010763,0.006667101,0.003464406,1.302374413,0.036067476,Down
chr19:55667171-55668678,1507,55669100,TNNI3,422,Proximal,0.014567961,0.014562557,0.003683594,1.732892005,0.006523198,Down
chr12:63543508-63546130,2622,63546590,AVPR1A,460,Proximal,0.029844789,0.024687438,0.006585852,2.023643669,8.54E-24,Down
chr19:14167335-14169454,2119,14169971,PALM3,517,Proximal,0.018738963,0.010779663,0.007613226,1.196420533,0.015558619,Down
chr17:881282-882395,1113,883010,NXN,615,Proximal,0.012180132,0.006366689,0.004418189,1.282482108,0.000174121,Down
chr19:8213012-8215117,2105,8212385,FBN3,627,Proximal,0.031240478,0.012721287,0.003615792,2.804222993,0.011529178,Down
chr1:158150462-158151701,1239,158149736,CD1D,726,Proximal,0.021875397,0.025886493,0.009460306,1.128871668,0.022306411,Down
chr2:75060563-75063287,2724,75059781,HK2,782,Proximal,0.014817269,0.008065819,0.002342184,2.242637334,0.01028561,Down
chr6:106957897-106958899,1002,106959729,AIM1,830,Proximal,0.015079323,0.014850681,0.00627424,1.144338195,0.029566538,Down
chr11:2904875-2906135,1260,2906995,CDKN1C,860,Proximal,0.01138885,0.006647933,0.003545897,1.44640547,0.02201428,Down
chr1:6305117-6306638,1521,6304251,HES3,866,Proximal,0.017328136,0.010975529,0.004390819,1.765483628,0.014083592,Down
chr10:17271184-17272813,1629,17270257,VIM,927,Proximal,0.014241678,0.00958798,0.003691031,1.700044915,1.76E-05,Down
chr19:43966969-43968884,1915,43969831,LYPD3,947,Proximal,0.018771975,0.014866266,0.00826693,1.093293648,0.003314459,Down
chr7:100200924-100203755,2831,100199881,PCOLCE,1043,Proximal,0.039280334,0.024295832,0.012289045,1.599838161,2.23E-06,Down
chr19:47139018-47140048,1030,47137939,GNG8,1079,Proximal,0.013056564,0.002598287,0.000824664,2.945541693,0.047889449,Down
chrX:133305476-133307355,1879,133304308,MIR106A,1168,Proximal,0.011930421,0.011689682,0.005286492,1.040442055,6.51E-10,Down
chr7:41737610-41741491,3881,41742706,INHBA,1215,Proximal,0.013671602,0.005458647,0.003458325,1.718452828,0.003869265,Down
chr19:55592982-55594061,1079,55591759,EPS8L1,1223,Proximal,0.010795397,0.00458662,0.001447455,2.268869784,0.02117006,Down
chr19:36133889-36136411,2522,36132646,ETV2,1243,Proximal,0.026569152,0.011405849,0.007097049,1.767586755,0.00975448,Down
chr19:49930948-49932390,1442,49929687,LOC645971,1261,Proximal,0.020607463,0.008943365,0.003275845,2.337248073,0.014605317,Down
chrX:82764598-82766812,2214,82763268,POU3F4,1330,Proximal,0.01291883,0.011417844,0.005587233,1.07929359,0.004637941,Down
chr3:14580719-14582183,1464,14583588,GRIP2,1405,Proximal,0.031673538,0.023983363,0.009941885,1.578261366,0.003130255,Down
chr11:124790571-124791668,1097,124789145,HEPN1,1426,Proximal,0.020996059,0.015693082,0.008748014,1.174064909,0.020907885,Down
chr2:74641400-74643325,1925,74644844,C2orf81,1519,Proximal,0.014392897,0.013178401,0.003155315,1.88923483,0.024531583,Down
chr22:50452592-50453970,1378,50451055,IL17REL,1537,Proximal,0.011689974,0.008414293,0.0024757,1.868313693,0.007240755,Down
chr6:28556750-28558360,1610,28555112,SCAND3,1638,Proximal,0.021214463,0.01208555,0.005070589,1.87159089,0.002548118,Down
chr2:68870063-68871287,1224,68872953,PROKR1,1666,Proximal,0.017584469,0.013434135,0.007859469,1.068805355,0.000319256,Down
chr10:102728609-102730567,1958,102732285,SEMA4G,1718,Proximal,0.037537556,0.021061103,0.014079437,1.35368251,0.003620519,Down
chr7:101930131-101932069,1938,101928404,SH2B2,1727,Proximal,0.062467566,0.039755548,0.028165389,1.121762184,0.002234913,Down
chr1:228782389-228784488,2099,228780656,DUSP5P,1733,Proximal,0.049800482,0.033356812,0.008634741,2.398524413,0.011265956,Down
chr22:33450125-33451986,1861,33454377,SYN3,2391,Distal,0.010174822,0.00468699,0.002739065,1.579502468,0.011791631,Down
chr19:47140353-47143513,3160,47137939,GNG8,2414,Distal,0.023992344,0.011019926,0.006237294,1.787963991,0.015030243,Down
chr7:150941804-150943256,1452,150945749,SMARCD3,2493,Distal,0.012500466,0.005752391,0.003182217,1.690669518,0.032238901,Down
chr4:5885894-5887784,1890,5890315,CRMP1,2531,Distal,0.012795278,0.007717948,0.002544159,1.960659259,0.024567267,Down
chr8:54789463-54790805,1342,54793441,RGS20,2636,Distal,0.012012097,0.00982846,0.005256585,1.056406241,0.029960674,Down
chr22:31480135-31481896,1761,31477304,SMTN,2831,Distal,0.024136592,0.018634294,0.009589682,1.247129763,0.002906098,Down
chr19:12163014-12164163,1149,12167127,ZNF878,2964,Distal,0.014077316,0.019439968,0.005071106,1.312348382,0.016772322,Down
chr6:138748946-138753435,4489,138756431,MIR3145,2996,Distal,0.024078689,0.010291327,0.004367277,2.224199584,0.002582363,Down
chr16:2072658-2073881,1223,2076887,SLC9A3R2,3006,Distal,0.011011312,0.010915194,0.004447715,1.140670634,0.017684455,Down
chr3:52331361-52333967,2606,52328324,MIR135A1,3037,Distal,0.016725231,0.005940775,0.001371838,2.90172706,0.000137236,Down
chr7:23513167-23514666,1499,23509995,IGF2BP3,3172,Distal,0.020774544,0.010309904,0.001469605,3.140290014,0.001735619,Down
chr19:5827159-5829585,2426,5823817,NRTN,3342,Distal,0.030113997,0.026712213,0.012508044,1.203744987,0.002247426,Down
chr5:150035612-150037047,1435,150040403,MYOZ3,3356,Distal,0.016212868,0.013656091,0.007204321,1.069031641,0.007984601,Down
chr8:142427232-142428650,1418,142432006,PTP4A3,3356,Distal,0.013841331,0.009822447,0.006057832,1.072323486,0.022331413,Down
chr13:111526025-111527318,1293,111522655,C13orf29,3370,Distal,0.020159036,0.013686752,0.006832055,1.433811019,0.017659133,Down
chr4:81122079-81124991,2912,81118656,PRDM8,3423,Distal,0.016110761,0.013257576,0.007367362,1.032059242,5.01E-05,Down
chr19:3576372-3578010,1638,3572942,HMG20B,3430,Distal,0.01735225,0.009125378,0.004567867,1.72076024,0.032324109,Down
chr4:10462603-10463840,1237,10459032,ZNF518B,3571,Distal,0.012856286,0.013398676,0.004378357,1.365303098,0.036315893,Down
chr13:113763795-113765738,1943,113760104,F7,3691,Distal,0.013524823,0.00922052,0.005886801,1.076614796,0.012152289,Down
chr17:77816947-77818563,1616,77813213,CBX4,3734,Distal,0.018693114,0.017425427,0.003104002,2.262587896,0.011741949,Down
chr20:44450947-44452212,1265,44455953,TNNC2,3741,Distal,0.014267444,0.007678197,0.005331556,1.269826663,0.012643768,Down
chr16:31498200-31500522,2322,31494438,SLC5A2,3762,Distal,0.026478662,0.018740375,0.008391857,1.548829366,0.001721901,Down
chr11:8289241-8290946,1705,8285406,LMO1,3835,Distal,0.014592483,0.007088636,0.006672595,1.023064288,0.036654823,Down
chr11:18742150-18743899,1749,18747777,IGSF22,3878,Distal,0.025083378,0.018892546,0.009979584,1.24830736,0.002811121,Down
chr6:21597858-21599685,1827,21593971,SOX4,3887,Distal,0.015688198,0.014632541,0.006552005,1.143896474,0.022566315,Down
chr22:22011499-22012904,1405,22007592,MIR130B,3907,Distal,0.022912365,0.012511706,0.003299706,2.475446924,0.000939799,Down
chr3:156533741-156535474,1733,156529810,PA2G4P4,3931,Distal,0.018057515,0.015465801,0.007859908,1.104996489,0.019020954,Down
chr12:49735706-49737094,1388,49741040,DNAJC22,3946,Distal,0.010428224,0.007802123,0.002814783,1.582928477,0.026555506,Down
chr10:94827802-94829117,1315,94833231,CYP26A1,4114,Distal,0.018267092,0.018187882,0.007335734,1.208757665,0.034947571,Down
chr6:99286702-99288737,2035,99282579,POU3F2,4123,Distal,0.012787186,0.006216569,0.003652209,1.567340196,0.027641336,Down
chr12:49483429-49484437,1008,49488602,DHH,4165,Distal,0.021535716,0.016496418,0.006920039,1.508633932,0.025429049,Down
chr1:228400027-228402397,2370,228395860,OBSCN,4167,Distal,0.017397153,0.01037221,0.005590507,1.481021223,7.84E-05,Down
chr3:75717875-75722119,4244,75713486,FRG2C,4389,Distal,0.015086464,0.006382968,0.004394768,1.57621432,0.013323004,Down
chr4:1160930-1162145,1215,1166657,SPON2,4512,Distal,0.034634333,0.031340041,0.01497914,1.157078137,0.000941821,Down
chr19:15305783-15307265,1482,15311792,NOTCH3,4527,Distal,0.010600699,0.00600938,0.001897585,2.001288988,0.032902508,Down
chr11:849049-851499,2450,844445,TSPAN4,4604,Distal,0.020420133,0.017094034,0.006353035,1.542555635,0.000709122,Down
chr19:18704100-18706158,2058,18699494,C19orf60,4606,Distal,0.019564524,0.011311519,0.0047516,1.83812244,1.79E-12,Down
chr19:36048153-36049744,1591,36054560,ATP4A,4816,Distal,0.015400481,0.012747141,0.00530402,1.379394151,0.007485082,Down
chr1:1136021-1137261,1240,1142089,TNFRSF18,4828,Distal,0.015234064,0.011272316,0.00652271,1.109699853,0.030701562,Down
chr7:150714465-150716595,2130,150721586,ATG9B,4991,Distal,0.017585146,0.014905916,0.007071432,1.203253539,0.005452056,Down
chr22:46366418-46368008,1590,46373008,WNT7B,5000,Distal,0.013579671,0.014945884,0.005238036,1.224794459,0.003643089,Down
chr11:76750477-76751494,1017,76745434,B3GNT6,5043,Distal,0.013844246,0.009973983,0.005990465,1.086443384,2.27E-06,Down
chr17:14212235-14213778,1543,14207056,MGC12916,5179,Distal,0.011867679,0.009756466,0.004052224,1.348761293,0.009103348,Down
chr20:34188862-34190297,1435,34195484,FER1L4,5187,Distal,0.014778463,0.012988124,0.006067379,1.158709443,7.17E-06,Down
chr1:16532687-16533871,1184,16539104,ARHGEF19,5233,Distal,0.010873698,0.007265938,0.002829145,1.632675119,0.009632031,Down
chr9:108418095-108419420,1325,108424737,TAL2,5317,Distal,0.024291432,0.01924107,0.007706547,1.538476169,0.016534275,Down
chr19:59049426-59050514,1088,59055835,TRIM28,5321,Distal,0.023964314,0.02653714,0.007075125,1.628310852,0.000712945,Down
chr17:36574743-36579339,4596,36584719,ARHGAP23,5380,Distal,0.035449488,0.027415491,0.013402307,1.339598596,0.003021919,Down
chr17:79485383-79487139,1756,79479892,ACTG1,5491,Distal,0.016407925,0.010297799,0.005774867,1.361479758,0.010361365,Down
chr19:45655136-45657810,2674,45663408,NKPD1,5598,Distal,0.015765819,0.012713244,0.00652102,1.156522704,0.001611422,Down
chr17:61925976-61927357,1381,61920351,SMARCD2,5625,Distal,0.018713886,0.014061881,0.005949227,1.504287743,0.048973954,Down
chr16:1457998-1459058,1060,1464705,UNKL,5647,Distal,0.040520455,0.029311486,0.017696492,1.151054669,0.012012546,Down
chr1:26686280-26687484,1204,26680621,AIM1L,5659,Distal,0.016683322,0.009003746,0.001834157,2.641397621,0.003083484,Down
chr1:212731249-212732808,1559,212738696,ATF3,5888,Distal,0.037276517,0.032680541,0.013267864,1.423690224,0.000568166,Down
chr1:35331361-35332632,1271,35325417,C1orf212,5944,Distal,0.015712898,0.007111155,0.005057448,1.464179961,0.019451342,Down
chr22:20783047-20786193,3146,20792146,SCARF2,5953,Distal,0.028130805,0.019323289,0.009207924,1.512856014,0.022751285,Down
chr19:55597718-55599591,1873,55591759,EPS8L1,5959,Distal,0.015563331,0.00552466,0.001616203,2.662446472,0.021232277,Down
chr5:88170508-88173274,2766,88179283,MEF2C,6009,Distal,0.011683253,0.009864024,0.004159626,1.297586365,0.007036546,Down
chr16:57511040-57514229,3189,57520385,DOK4,6156,Distal,0.024881517,0.018064989,0.011178394,1.087598298,0.025769985,Down
chr8:65499349-65500645,1296,65492813,BHLHE22,6536,Distal,0.012068974,0.010841849,0.004549368,1.235750468,0.020328608,Down
chr1:205424078-205426620,2542,205417526,MIR135B,6552,Distal,0.031415798,0.01039506,0.004100359,2.668026516,0.021852092,Down
chrX:139013015-139015926,2911,139006390,MIR505,6625,Distal,0.024022734,0.01829282,0.006378972,1.761747584,0.004497227,Down
chr16:1152904-1154106,1202,1146244,C1QTNF8,6660,Distal,0.017649447,0.011839651,0.003506907,2.048923132,0.016254508,Down
chr2:37551174-37552619,1445,37544222,PRKD3,6952,Distal,0.013948488,0.012074855,0.002870656,1.949349492,0.006238726,Down
chr16:57562303-57563506,1203,57570477,CCDC102A,6971,Distal,0.011261122,0.00661292,0.003606455,1.412362198,0.048905698,Down
chr12:103358463-103359804,1341,103351451,ASCL1,7012,Distal,0.017286339,0.018350228,0.008046782,1.015289632,0.001729515,Down
chr21:47392353-47394598,2245,47401662,COL6A1,7064,Distal,0.015740856,0.008943497,0.004372939,1.639589956,0.004626234,Down
chr17:7982282-7983894,1612,7991021,ALOX12B,7127,Distal,0.028911602,0.022361199,0.012011514,1.200916331,0.004114068,Down
chr6:10403811-10405345,1534,10412550,LOC100130275,7205,Distal,0.026097376,0.020769002,0.007341779,1.699726143,0.000227904,Down
chr19:8397774-8400926,3152,8408146,KANK3,7220,Distal,0.026597512,0.016207021,0.00578019,2.025140521,0.025672154,Down
chr7:100229878-100231691,1813,100239173,TFR2,7482,Distal,0.031986784,0.02766393,0.012374789,1.302372019,0.011273452,Down
chr11:406051-407224,1173,414999,SIGIRR,7775,Distal,0.017586141,0.010076536,0.006973478,1.220946111,0.008592451,Down
chr16:58018156-58020297,2141,58010338,TEPP,7818,Distal,0.032781294,0.019584224,0.010232261,1.588576235,0.000265211,Down
chr10:103589941-103591391,1450,103599611,KCNIP2,8220,Distal,0.016566941,0.009007315,0.006807039,1.170015585,0.042962966,Down
chr5:88168312-88170466,2154,88179283,MEF2C,8817,Distal,0.016252859,0.010786653,0.007295171,1.056491741,0.031166813,Down
chr19:40909208-40910357,1149,40919271,PRX,8914,Distal,0.016434149,0.011022691,0.004221887,1.739272869,0.004027107,Down
chr12:312377-313558,1181,322492,SLC6A12,8934,Distal,0.015490341,0.008371518,0.006856625,1.069639612,0.016014504,Down
chr1:240160556-240161765,1209,240170823,RPS7P5,9058,Distal,0.018027411,0.019506809,0.008424185,1.013639574,0.036256732,Down
chr17:37365652-37366760,1108,37356535,RPL19,9117,Distal,0.012296853,0.010657592,0.003562005,1.543344943,0.01106286,Down
chr10:135131860-135132871,1011,135122644,TUBGCP2,9216,Distal,0.024427016,0.014251527,0.00624255,1.811792417,0.000611714,Down
chr7:150709796-150711618,1822,150721586,ATG9B,9968,Distal,0.020570933,0.016999389,0.008212867,1.227366451,0.022309976,Down
chr11:65222058-65223184,1126,65211928,MIR612,10130,Distal,0.03045793,0.025376699,0.013752797,1.092435281,0.002166388,Down
chr17:77715068-77716408,1340,77704881,ENPP7,10187,Distal,0.021333008,0.022597539,0.005878217,1.699070984,0.000990799,Down
chr5:150050625-150052574,1949,150040403,MYOZ3,10222,Distal,0.032078582,0.024850596,0.014732257,1.072171718,0.00011081,Down
chr10:135138218-135140131,1913,135150475,CALY,10344,Distal,0.030501366,0.023883427,0.013069504,1.162842934,0.004936988,Down
chr21:47717182-47718337,1155,47706266,YBEY,10916,Distal,0.01327912,0.011084184,0.005024208,1.245063578,0.018375579,Down
chr6:28984094-28985224,1130,28973037,ZNF311,11057,Distal,0.012844155,0.013589081,0.005150421,1.17051988,0.001128972,Down
chr1:16493640-16494766,1126,16482582,EPHA2,11058,Distal,0.01581328,0.013208178,0.004412343,1.635276127,0.01743414,Down
chr11:43568503-43570126,1623,43581205,MIR670,11079,Distal,0.013275338,0.009663716,0.005820502,1.065575029,0.027207553,Down
chr1:207082344-207083506,1162,207070787,IL24,11557,Distal,0.025484426,0.020504437,0.008426051,1.490418924,0.011313717,Down
chr17:78977296-78978957,1661,78965640,CHMP6,11656,Distal,0.012818699,0.010688014,0.003147833,1.736192071,4.00E-06,Down
chr15:45476460-45481240,4780,45493373,SHF,12133,Distal,0.030872509,0.023922444,0.014304724,1.058335566,0.004436678,Down
chr17:8229813-8230975,1162,8243187,ODF4,12212,Distal,0.013718168,0.010877413,0.004528862,1.41254365,0.03500496,Down
chr10:74020211-74021441,1230,74033676,DDIT4,12235,Distal,0.012543668,0.014342397,0.005278069,1.109225751,0.001009181,Down
chr16:77245767-77247463,1696,77233348,SYCE1L,12419,Distal,0.029920241,0.026700408,0.009914157,1.502350836,8.43E-05,Down
chr19:17500868-17502857,1989,17488137,PLVAP,12731,Distal,0.020022847,0.018122801,0.0083235,1.173014541,0.000373576,Down
chr2:127976114-127978109,1995,127963343,CYP27C1,12771,Distal,0.032366351,0.021643423,0.004904565,2.498491277,0.006704537,Down
chr6:53516039-53517545,1506,53530506,KLHL31,12961,Distal,0.046472862,0.040232478,0.022665929,1.004291442,0.009028133,Down
chr17:77784158-77786007,1849,77770915,CBX8,13243,Distal,0.011654605,0.013123176,0.002454257,1.873215338,0.014972001,Down
chr19:38307254-38308972,1718,38322556,LOC728853,13584,Distal,0.03880156,0.030412575,0.01537979,1.280908104,0.000636222,Down
chr11:65306385-65308920,2535,65292547,SCYL1,13838,Distal,0.023931624,0.015150571,0.009332297,1.270815849,0.011959859,Down
chr19:8656508-8658101,1593,8642331,MYO1F,14177,Distal,0.017628006,0.017246506,0.008249425,1.010037699,0.008643188,Down
chr16:3238110-3239965,1855,3254246,OR1F1,14281,Distal,0.049211004,0.035999089,0.011609165,1.993530807,0.005731997,Down
chr19:940366-942280,1914,926036,ARID3A,14330,Distal,0.021448176,0.013133313,0.008883245,1.183541474,0.010817127,Down
chr11:61544581-61545650,1069,61560033,MIR611,14383,Distal,0.012142348,0.012066905,0.004725291,1.198802044,0.016200648,Down
chr17:77786196-77787959,1763,77770915,CBX8,15281,Distal,0.010719896,0.018158116,0.003293134,1.448856786,0.003373493,Down
chr1:33856664-33858896,2232,33841194,PHC2,15470,Distal,0.01355817,0.008341765,0.002954238,1.880357432,0.037305528,Down
chr6:42145351-42147117,1766,42162694,GUCA1B,15577,Distal,0.015860021,0.016091655,0.004752148,1.551433708,2.46E-05,Down
chr13:25319698-25322450,2752,25338300,RNF17,15850,Distal,0.016363821,0.015106311,0.007534877,1.024642236,0.023360672,Down
chr1:55246447-55247566,1119,55230226,PARS2,16221,Distal,0.011578205,0.007241884,0.002213675,1.968630083,0.006298998,Down
chr17:77721130-77722625,1495,77704881,ENPP7,16249,Distal,0.025356971,0.01914089,0.005444985,2.031935699,0.007601816,Down
chr2:242480254-242481602,1348,242498191,BOK,16589,Distal,0.010403368,0.006616217,0.003278976,1.414122421,0.028641841,Down
chr22:50329416-50330518,1102,50312282,CRELD2,17134,Distal,0.016008268,0.01515441,0.007194254,1.053551671,0.007526857,Down
chr22:38731695-38732944,1249,38714089,CSNK1E,17606,Distal,0.027143066,0.02574819,0.012271527,1.084445135,0.011647672,Down
chr14:103673073-103674537,1464,103655365,LOC100131366,17708,Distal,0.02079723,0.014882431,0.006000902,1.638531992,0.001642527,Down
chr19:42443875-42445563,1688,42463528,RABAC1,17965,Distal,0.010498712,0.010297853,0.002626705,1.664740994,0.025736262,Down
chr6:107367536-107368537,1001,107349406,C6orf203,18130,Distal,0.011781683,0.011059116,0.001405876,2.409443872,3.18E-05,Down
chr17:5000093-5001523,1430,4981753,ZFP3,18340,Distal,0.039675183,0.022955354,0.009622687,1.937000051,0.00316084,Down
chr7:6542285-6544918,2633,6523849,KDELR2,18436,Distal,0.028989208,0.02877113,0.013017266,1.097238445,0.001870584,Down
chr6:28952298-28954172,1874,28973037,ZNF311,18865,Distal,0.015817103,0.010626401,0.006330982,1.197850758,0.018533906,Down
chr17:3847308-3848814,1506,3867736,ATP2A3,18922,Distal,0.010178065,0.005336443,0.002849761,1.537829802,0.001977991,Down
chr16:3232624-3234568,1944,3254246,OR1F1,19678,Distal,0.018724323,0.012178313,0.003561921,2.112262492,0.007413639,Down
chr19:23597981-23599032,1051,23578269,ZNF91,19712,Distal,0.023786604,0.014927683,0.006782504,1.671254382,0.005603576,Down
chr4:174429901-174431363,1462,174451378,HAND2,20015,Distal,0.018670156,0.010954821,0.004352717,1.877665049,0.004468984,Down
chr15:89942209-89944732,2523,89921272,LOC254559,20937,Distal,0.018302833,0.01353481,0.005930005,1.477884303,0.003969164,Down
